ID,Text,Label
389,im not a very romantic girl since my heartbroken but i can truly feel and its my fault wanting the sun when its so far from earth to reach it and to hot to touch it,love
390,i do not feel they are caring enough about the flooding that will occur even after the storm on sunday,love
391,i feel about him even though i have a feeling he knows that i liked him at some point,love
392,i feel his little body melt and relax and he lets out a little sweet sigh,love
393,i was i met my boyfriend and dm was his favorite band and he gave me everything the ever did and i feel in love with them al over again been hoplessly devoted ever sence getting worce but the month,love
394,i have a feeling this one may take some time but so farim loving it,love
395,i cant deny that the picture above does make me feel a little nostalgic for home but it does leave out some of the key elements that make the north such a special place in my heart,love
396,i feel it is my duty as the owner of the manchester dungeon to not only join in but to show them how naughty is really done,love
397,i inhale the scent of pine needles and earth feel the sun on my face and the gentle breeze in my hair experience the grandeur of being a part of it all,love
398,i just hate feeling like i m not enjoying or loving running anymore because of some awful runs,love
399,i just wanted to tell you that even if general o neill hadn t asked me to look out for you i wouldn t let you go suddenly i m feeling really sympathetic to you and him and i can t believe you ve spent thirty some odd years apart,love
400,i feel sympathetic to a group he may see as unworthy fallen angels he might at least be able to shed some light on how i can come to terms with this after being taught differently,love
401,i started to feel all slutty and dirty like some sort of hoodrat so i had to constantly check myself just like i had done my whole childhood,love
402,i will never feel the warmth of a loved one against my skin,love
403,im taking a study break and feeling so nostalgic and blessed i decided to do a little recap post of this year,love
404,i could feel the longing and feeling of the characters through their speech and they really became the characters they were conveying to us,love
405,i dont know how i feel about that i really liked one and two,love
406,i feel like any student response can tip the delicate balance of my psyche,love
407,i really loved that sweater and it makes me feel all tender and nostalgic whenever brobee comes on the screen,love
408,i find that despite the fact that i feel like i really liked this book i certainly read through the entire thing like i had a physical need to find out what happens next i cant think of anything to say about it,love
409,i feel a gentle caress on my hair which i make an effort to keep soft,love
410,i would not have told him or even joined the company had i not had a feeling he would be supportive,love
411,i feel she actually liked dad,love
412,i feel hot wet tears on my cheeks,love
413,i feel at times as god tries to teach me to give up my un gentle ways to be more tender,love
414,i spoke to the tutors that i feel i can confide in and they are so supportive,love
415,i feel that we had a lovely time with the best bit being able to be together as a family,love
416,i am comfortable when im with him and yet as we go home i feel this longing to be with him again,love
417,i say the only way to justify myself that i can think of is blaming this moody feelings to my passionate nature i feel what i feel and i cannot change it,love
418,i feel like i talk about xavier too much but i just really like that program and what they do year after year and i really really like tu holloway although i liked him better when he went by terrell,love
419,i feel causes have caused me to stop caring as much,love
420,i left it on for a bit longer than five minutes and it was dry and easy to wash off leaving my skin feeling lovely and soft,love
421,i was feeling very loyal to the horde after trying out a couple of human characters and swiftly deleting them but the dwarf i tried out is cute and ive kept her,love
422,i have still been feeling pretty delicate although im slowly getting better,love
423,i hate that i feel that we are on a delicate schedule with very little wiggle room,love
424,i feel the earth s heartbeat slowly begin fade distinctly into a gentle tapping sound and then it magically disappears,love
425,i did feel a longing to have the book in my hand though except when i was listening and driving,love
426,i know frying is not healthy but lately i have been feeling naughty so i fried these babies in vegetable oil and served them with a light dash of creole seasoning,love
427,i feel that over the years i have nurtured this compassionate side with the help of others,love
428,im feeling very naughty tonight but it is so funny,love
429,i walk by animal stores or see people walking their pets i feel a sense of longing for my own animals,love
430,i feel your hot breath on my ear as you press me against you and my left hand reaches to caress your cheek,love
431,i feel horny serena pointed out logically,love
432,i remind myself that the bad mood will be more intense and longer lasting than the good taste and short lived good feeling of that sweet that is calling my name,love
433,i feel that one of my strongest traits is my compassion for others being compassionate is unfathomably important to me as it is the grounds from which i stand,love
434,i even feel nostalgic for that night we slept on the front porch of that restaurant in manchester center to get out of the pouring rain,love
435,i start rounding rd i might not be feeling so lovely towards a big ole belly,love
436,i know its a common feeling but now i cant imagine loving another child as much as i love my little boy,love
437,im feeling heaven this evening bcoz of you my lovely flowers lt class scaledimagefitwidth img height src https fbcdn sphotos f a,love
438,i feel but i never have second thoughts about supporting my football team,love
439,i hope that today you too may get into something that makes you feel fiercely passionate,love
440,i feel like have been supportive lately,love
441,i feel like some people dont know how to be considerate and be open about problems why dont you admit you have a problem,love
442,i feel tender toward those youthful aspirations,love
443,ive been finding it hard to eat things that slim people occasionally eat like cake ice cream pie doughnuts cookies chips without triggering cravings for those foods and a feeling of longing after just one,love
444,i think only we know how it feels like to be longing for all those ibadat that we do everyday,love
445,i feel like theres others who are more passionate i would literally step back,love
446,i might not feel like im beloved but it is a declaration over my body,love
447,i miss reaching back and feeling her there telling her i loved her as the last thing we said to one another each night,love
448,i feel and is sympathetic to what im going through and didnt call me this time,love
449,im feeling generous here are a few of my favorite fall fabric finds,love
450,i feel scrubbing around the edges in a hot shower always does the trick without the risk of accidentally getting nail polish remover on freshly painted nails,love
451,i did not feel saddened enraged or jealous,anger
452,i feel rebellious buying things in bulk i feel rebellious buying things in bulk march am filed under a href http tranquillullaby,anger
453,saw a selfish person doing a selfish thing,anger
454,i don t have my daily consumption of rice i feel a little cranky like a baby without a nap,anger
455,i dont know how to put it into words but i had a feeling of being up against something that was rottenly dangerous,anger
456,i tried it a few times and couldnt stand the feeling of being insincere,anger
457,i did feel that letting her know that something she was doing bothered a large number of people with whom we both socialize amp they had let me know,anger
458,im feeling rude,anger
459,i was just thinking whatever i feel like crap and im grumpy so i just ignored it,anger
460,i feel really really angered,anger
461,when somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel i was disgusted with his grovelling and the manner in which he had treated others,anger
462,i feel like i spend so much time being distracted by the people here and the boys and making sure i have someone to hang out with rather than intentionally loving on people for the greater good,anger
463,i just feel so aggravated about this whole subject but mostly hurt,anger
464,i perceived others feeling envious of something i receive or experience and i will do my best to hide that asset from their awareness in the future,anger
465,i feel resentful of the idea that tantric healers are better than the rest of us who provide sexual services and i am sick of religious entities claiming special exemptions e,anger
466,i feel annoyed when they refer to him as the smoking kid,anger
467,i was feeling quite pissed just now as i was accused for nothing again and the worst is by my own mother,anger
468,i feel really petty for what i did,anger
469,i feel rather offended that it did not live to any of my ideals,anger
470,i have a feeling she will be in for a rude awakening down the road,anger
471,i feel a little vicious,anger
472,i ended up with four cats who daily add to the staleness and disorder of my little box in the city and i no longer feel affinity for them irritable as ive become,anger
473,i feel as if eventually im not going to care about anyone else that im going to become hateful towards everyone not necessarily because they did anything wrong but because they didnt notice the pain that im in,anger
474,i feel require stood twains stubborn things the clothes of less charge the front page allow asphalt compactor eccentric system weight take over more segment those soccer drill for beginner scrambling for a road name long hot summer,anger
475,i know that they were once someone else s it would feel rude to just toss them off,anger
476,i go in i never feel rushed and feel like i am being paid full attention,anger
477,i cannot see her in my mind without feeling enraged by the absurd torture we put each other through,anger
478,i got home this morning feeling extremely grouchy after a long drive without my sirius reciever and she presented me with the little box,anger
479,i had been feeling irritable just a half hour before lacey and i reached my moms place,anger
480,when i was refused a transfer from my school to another,anger
481,i will deal with her as i feel her conduct to be highly dangerous and damaging to the mind,anger
482,i feel so pissed off over an old friend and some friends,anger
483,i am feeling just a tad and im being really sarcastic here pressed for merriment and joy,anger
484,i feel less of a person because of it and then i put up this wall this bitchy wall,anger
485,i think the scenario was some sort of invasion of body snatchers things as i get the feeling we were trying to avoid some people and more and more became hostile,anger
486,i sometimes feel dissatisfied with my life i see christian and it seems he has it worse off than me,anger
487,i feel more than a little impatient with people,anger
488,i would feel offended and as well embarrassed,anger
489,i let out a shiver but i didnt feel to cold,anger
490,im annoyed because i feel annoyed,anger
491,i feel so disgusted with every sight and inch of myself,anger
492,i feel like i need to see what he looks like when he s angry so i know not to make him angry,anger
493,i feel in some way like i got greedy with my luck and look where it got me,anger
494,i look at momade s cuts any longer i might throw up on him but i feel really rude walking away,anger
495,i love without questioning when it s love i feel i don t hate though i will get angry and flustered with people if i dont get what i want or the way i want it,anger
496,i found myself feeling enraged fearful and helpless all balled up into one,anger
497,im hurt perhaps by another bahai that i feel wronged me in some way,anger
498,i feel like a greedy person,anger
499,i feel so violent so vulgar,anger
500,i feel it terribly impolite the bore the shit out of kind folks who had the unfortunate luck to be dragged into a conversation about writing with me a conversation i could have for approximately hours before tiring,anger
501,i just feel the bitchy need to report it to you for trial by jury,anger
502,i thought i would feel resentful and angry when my alarm went off in the morning,anger
503,i too am in perpetual motion all this demands a high level of tension but it gives me a feeling of violent almost vertiginous happiness,anger
504,i feel annoyed as if the world if taunting me,anger
505,i feel violent when i watch it,anger
506,i kinda feel bitchy but im turely sad,anger
507,i would point out that there is a way also to draw a measure a measure that americans will have a different feel for when i lay out the casualty rates for violent deaths in our cities in america,anger
508,i feel that i may have unintentionally offended you during our conference call today and if so i apologize,anger
509,i feel i rushed the first one,anger
510,i don t usually take my medication in the middle of a job given that it is supposed to help me forget but i ve been feeling distracted,anger
511,i can tell you the girl would have strangled you by now not only because you have cheated on her feelings but of another females which makes you a heartless jerk,anger
512,i feel like such a cranky old woman every time i try to fire up a new game now because i reminisce about the good old days when you put the disk in and away you went you didn t sit around waiting for bullshit downloads,anger
513,i should feel furious mad sad depressed,anger
514,i feel i owe it to cob higgins and petty officer holtz,anger
515,i feel as if its trying to be dangerous and dark but it fails at least to me to a big degree,anger
516,i still feel a pang of guilt when i m unkind or selfish when i do something i feel to be unethical for the most part the gripping guilt of religion isn t something i expected to feel again in my lifetime,anger
517,im also feeling stubborn about the fact that i would really like my engagement ring to cost more than what my rings from moon angel cost otherwise i should just get another ring from moon angel and be done with it,anger
518,i left all that well alone in the last decade and did a little something on jessie j i feel a bit like a come dine with me contestant who got too pissed when they did the scoring and gave a,anger
519,i want you to feel like you can joyously sing and dance and everyone will clap which they will i want your mom to stop making me feel violent i want your mom to be sweet like candy,anger
520,i understand it is if you fail and you feel jealous of other people you dont have the right to feel jealous cause you didnt work as hard as them,anger
521,i know some people drive a long ways to get to their jobs and i feel like im being a little greedy here looking for another position,anger
522,i am a bit depressed and feeling fucked up,anger
523,my parents were having a typical family argument i came in and saw the scene and became angry,anger
524,i was still feeling aggravated with myself everything,anger
525,im currently feeling very irritable and a little irrational,anger
526,im glad turtles cant talk or have feelings of resentment and a sense of being unjustly wronged or sue,anger
527,i spent most of it feeling pissed off see the last post about me being bitter and its kind of just carried on into the week,anger
528,i feel your greedy hands are cold,anger
529,i feel annoyed too when people don t show confidence in me,anger
530,i could probably just do two separate finds and iterate over them to merge them together but im feeling stubborn and want this to work,anger
531,i really don t consider them to be a part of my life now but they were a huge part of my adolescence and i feel would be offended if i don t invite them to my wedding,anger
532,im feeling considerably irritated and confused by how easy it is to notice something has gone missing,anger
533,im feeling a bit grumpy and frustrated tonight so decided maybe an early bed time and early morning work out maybe the change i need,anger
534,i just feel too much and i care too much and i get bothered too much,anger
535,last night finding that someone in the house had eaten an entire packet of almonds i had bought for a family treat,anger
536,i still feel like a letter from someone hated by most of the students myself included is certainly worthwhile to have,anger
537,ive always had the very stabilizing feeling that theres a load of seriously fucked up bigoted idiots out there and i dont have to take what they think of me personally,anger
538,i don t feel resentful at x for lashing out at me,anger
539,ive been mad at someone or feel insulted by them caleb has gone out of his way to be nice to them,anger
540,i feel resentful that balint micromanages my food and even though im grateful for his efforts im equally resentful that he does because i want to eat,anger
541,i because im feeling impatient and all this longing to have a baby,anger
542,i feel like an angry gorilla all the time and always ready to chew someone s face off,anger
543,i just saw my work schedule for next month and im left feeling frustrated,anger
544,i feel so mind fucked right now,anger
545,i find it interesting that carlson is offended and feels that gundy has wronged her,anger
546,i was feeling a bit grumpy this morning so i pulled up my humor file and found this that my husband had sent a while back,anger
547,i feel like becoming violent,anger
548,i feel lied to and pissed,anger
549,i know how she cut things off with our co worker al and i know how she words things when she wants to spare feelings and ease things so things do not completely become bitter,anger
550,ive been feeling a little stressed this week and i really need a kind little snail on my shoulder to remind me about these simple things i can do to improve my life and my art,anger
551,i have a feeling im repeating vicious cycles and i cant stop myself,anger
552,i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,anger
553,i came up on miles i was starting to bonk out a bit and me left knee was starting to feel a bit aggravated,anger
554,i feel toughed or angered or concerned about something that i really feel like sharing,anger
555,i suppose on days when im feeling grumpy tired and spread too thin its even more important to put i thessalonians into practice,anger
556,i got past the sick feeling in my stomach and got mad at the situation instead of just at myself,anger
557,id work on this relationship but right now i feel were being petty both of us i mean,anger
558,when my friends left without waiting for me,anger
559,i am feeling quite cranky towards them,anger
560,i dont know why the hell i feel so violent lately though i have my theories but my fingers itched for the feel of a gun or a sword,anger
561,i pretty much feel like a heartless bitch,anger
562,i didn t want my feeling to be offended and opt not to return in the future,anger
563,i feel agitated and empty and missing something,anger
564,i feel like ive been fucked over dry,anger
565,i will hope she experiences the thrills of running to catch buses and feel the frustrated tears that flood ones eyes after missing buses,anger
566,i believed this story for so long that i didn t eat a topic bar until my twenties turns out their pretty good and now i buy them when i m feeling dangerous,anger
567,i get the sense that you re feeling irritated today,anger
568,during my childhood when i could not get what i wanted from my brothersister and parents,anger
569,i have to stay creative or i feel i will go mad,anger
570,i read her post i thought about how differently that night could have gone if they were feeling a bit more selfish,anger
571,i could not shake the feeling that the framing of shots was perpetually a bit out of whack almost as though filming was so rushed that oplev had to content himself with merely plunking the camera down haphazardly,anger
572,im still feeling so wronged and upset about it,anger
573,i was tired of walking couldnt really run and feeling irritated with myself,anger
574,i feel violent to a certain degree of wanting to protect my personal space,anger
575,im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger
576,i feel the cold nights thinking of the old nights spent along with you,anger
577,i arrived at the school i was already feeling the pain on my knees but i was appalled and shocked when i saw two wounds bleeding,anger
578,im not criticising anyone right now but i really feel disgusted talking to those people who have no respect for themselves,anger
579,i feel violent rash and a burning sense of damnation within me,anger
580,i was feeling a little bitter,anger
581,i find i am feeling quite resentful when it comes to sex as i feel that he is being extremely stubborn and hardheaded when it comes to our sexual relationship,anger
582,i use to think about you guys when you guys would just randomly appear in my life or when you obnoxiously post photos of you kissing dudes or what ever on instagram i use to feel bitter and sour,anger
583,i never brag but the ache in my groin is becoming painful and i m feeling spiteful,anger
584,i feel a blast of cold as the freezing air and rain sweeps in from the outside,anger
585,i hate the feeling when i get jealous because i dont like,anger
586,i start feeling cranky tired,anger
587,now that the ers are winners,anger
588,i started to not talk to him that much because i feel betrayed i am disgusted by his actions,anger
589,i didnt care was she was feeling i didnt know her and on top of that i was jealous she was getting johnnys attention at all,anger
590,i feel insulted by that,anger
591,i was beginning to feel stubborn,anger
592,i have is emotional blabber that pours out of me and then i have feelings and i don t know what to do with myself so i get angry,anger
593,having agreed to share the taxi expenses,anger
594,i feel like everytime i try to do anything i am distracted by something else,anger
595,i just feel this petty anger at all the mature people in my life because i feel that they are smug,anger
596,a drunk walked out in front of a car at night both lower legs were broken his shoe was thrown about yards after the accident,anger
597,i feel like i must vent my anger unhappiness somewhere other than telling my friends because i feel very bothered by it,anger
598,i try a few more times to get in to the white noise and brain wave sounds and really feel agitated and unable to just let go and relax,anger
599,im feeling very rushed for time here with only a few days left,anger
600,ive been feeling dissatisfied,anger
601,i was feeling more than a little apprehensive anticipating teaching in a christian school but scclc is unlike any other christian school i ve ever experienced before,fear
602,i was feeling pretty vulnerable though,fear
603,i feel so shy right now haha,fear
604,i wake up and feel a moment of hate for those who tortured me and enjoyed it,fear
605,i feel very intimidated by this government and i m not a woman who s easily intimidated she says,fear
606,i feel that the nd s is a pretty shaky one but i tried,fear
607,i know that when i am around certain skaters and coaches i feel threatened by them and i am on alert with respect to them and need to work extra hard to focus on the job at hand,fear
608,i still feel shaken and it was only an hour ago when i stopped crying,fear
609,i know when i am overwhelmed with circumstances or situations happening in my life the pressure adds to my feeling of being unsure,fear
610,im feeling so unsure when things are pressing in about me comes a gentle voice so still,fear
611,i feel hesitant and uncertain as to what to write almost fearful and watchful of what im typing,fear
612,i started to talk and could feel my voice getting shaky,fear
613,i know from my guy friends that single guys are facing similar dating issues they feel like they are no women out there who arent neurotic or bitchy,fear
614,i was driving very fast on a small road and i met an oncoming car in a right handed bend the other driver was on his own side of the road and i had to skid out of it to avoid a collision it was dark,fear
615,i never ever have to feel terrified or discouraged,fear
616,i feel terrified but anything is better than feeling dead inside,fear
617,i feel very uncomfortable around people with down syndrome,fear
618,i feel a little doubtful and,fear
619,i want to know how people are feeling and if there is anything they are as confused as shit about before i move on,fear
620,ive disconnected myself from situations that make me feel uncomfortable,fear
621,i feel vulnerable and exposed and all i want to do is run and hide,fear
622,i even feel that some else is having your attention or maybe im just paranoid but think why would a girl have paranoid issues,fear
623,im really feeling a bit unsure of the results and i reckon if i was to get another set and start again id probably do it all differently but alas hindsight is mankinds eternal curse,fear
624,i am feeling pretty shaky and sad,fear
625,i just feel so shaken,fear
626,i feel uncertain about my ability to know or understand hopeless in my ability to change or lead i feel overwhelmed by the act of existence,fear
627,im feeling pressured hell lot of pressure,fear
628,i woke up around pm and was feeling restless so i got in my car and started driving,fear
629,i shrine in samarra on february and the ensuing sectarian violence primarily between sunnis and shias has changed the way many iraqis feel about the concept of one iraq and i m skeptical that those changes can be reversed,fear
630,i feel more scared and uncomfortable then i am laughing,fear
631,im feeling unsure of myself much of the time i start doubting myself,fear
632,i am not feeling too nervous because my friend fran from the universe had calmed me down but damn i can t turn my neck,fear
633,im feeling most vulnerable dark and hopeless i tend to sync every bad thing that is occurring in my life and put the good aside,fear
634,i know what i feel so even were uncertain im not hiding not furtive,fear
635,i me is that i feel shaky,fear
636,i should shoot for i feel even more confused,fear
637,i got this kind of cool edgy feeling from this top especially with the distressed holes on the side which you can faintly see in the picture,fear
638,i am already calm and happy but when i m feeling under stress or distressed i get so caught up in that that i forget that i have a tool at hand to help me,fear
639,i bought the rowan studio crochet book thinking id make katelyn and bought some lovely mustard coloured yarn but i still feel a bit anxious about attempting it,fear
640,i am feeling a little paranoid right now,fear
641,i feel almost as though he might have been frightened to meet morgan,fear
642,i feel distressed whenever i don t blog for so long as there s something about the love of your life pinching you on the sides yet you ignore it,fear
643,i am feeling skeptical today,fear
644,i feel shaken to my core with this recent movie theater shooting,fear
645,i hate damaged hair and the way they feel like so thats probably why im hesitant to colour it apart from mom forbidding me to,fear
646,i know and i feel frantic,fear
647,i was feeling afraid at this stage honestly thought my brain was about to be done with,fear
648,i only have a few seconds to write as i am feeling very frantic with the pile of papers on my desk,fear
649,i slept together because we both feel incredibly vulnerable about the fact that you re leaving again,fear
650,i feel as if there are absolutely no reasons for me to be so terrified and yet i am,fear
651,i guess i just need to see how it goes so while im feeling very nervous im also very excited,fear
652,i do have to be careful not to eat too much now otherwise i will feel pretty uncomfortable afterwards,fear
653,i worked up a sweat increased my heart and breathing rates but i didnt feel distressed in any way no wheezing or anything,fear
654,i admit that more often that i would like i feel confused in battle scenes but still i would say that i like or even love them in my fantasy readings,fear
655,i always feel a tad intimidated when i post there,fear
656,im getting invisalign so i will be feeling rather apprehensive about going in,fear
657,i feel reluctant then to comment on some of the more complex themes at play in black swan such as parental influence and sexual liberation,fear
658,i feel insecure every day of my life but thats become just a part of my daily life now thats nothing new,fear
659,i said last night to my girlfriends that i feel kind of helpless especiallly when it comes to my weight and rachel said you should write about it it always helped you to keep track on your blog,fear
660,i go lower than that for a few consecutive days i start feeling shaky agitated etc and it doesnt get better with time,fear
661,i kind of feel like a failure in that department but she was so so so timid if you spoke anything to her other than russian or ukrainian,fear
662,im not feeling fearful just anxious,fear
663,i find that im feeling petrified and strange for this girl ive never met,fear
664,i feel so indecisive about everything still,fear
665,i can eaaaasily run over there and even back if i feel distressed of the outback lifestyle,fear
666,i feel myself terrified of what other demon would take its place,fear
667,i somehow feel more vulnerable without it,fear
668,i feel shy going into stores i feel like such a waegook and how i can t really speak korean gt,fear
669,i am feeling much more then i have in my life and it is so strange to feel anger or fear and not shut down emotionally or mentally to protect myself and the others around me,fear
670,i sometimes feel hesitant about movies based on steven king stories,fear
671,i had gone for a medical checkup at the uth and failed to make it back on time for the c practical sessions at hours last academic year,fear
672,i know i can do things to keep myself calmer and feel alot less frantic,fear
673,i feel scared attacked and manipulated,fear
674,i really was just feeling unsure and insecure,fear
675,i am having some blood sugar issues this afternoon and i feel all shaky and hopped up and so if this post is a little heavy on the caps i just wanna say sorry,fear
676,i feel scared because theres actually nothing there to be scared about,fear
677,i was feeling pretty paranoid as i rode the last mile or so down carrollton avenue in traffic,fear
678,i might believe that im in an intellectual state of mind only to realize that i feel afraid inside,fear
679,i feel hesitant i just want him to feel loved,fear
680,im not quite sure when things changed but i know i boarded the international flight to malaysia feeling slightly apprehensive but mostly excited,fear
681,i am feeling a little suspicious cuz she is now less than ft away from me,fear
682,i still feel scared and he wraps me around tighter,fear
683,im feeling a little reluctant to embrace this youthful trend,fear
684,i really feel hesitant to write about nothing but bill,fear
685,ive learned i will fight fiercely to avoid feeling vulnerable,fear
686,i feel shy when people shout my name,fear
687,i fall behind on dishes folding clothing sweeping or sorting paperwork i feel distressed,fear
688,ive been feeling is shaken at my core,fear
689,i feel like myself just a much less neurotic and sometimes less energetic remix,fear
690,i still feel uncertain about my work but it s only been one semester,fear
691,i do feel a little shy when it comes to having peers read my paper,fear
692,i had to go around feeling paranoid that he d blab to our friends and they d think me silly or lonely or petty or all of the above,fear
693,i feel so unsure about us,fear
694,i feel paranoid lonely moody fuckedup and pissed off very often way too often,fear
695,i still feel reluctant to spend rm to see a doctor,fear
696,i feel shaky and pretty weak,fear
697,i feel pressured i misspell and i leave words out and my thoughts get jumbled one finger typing is tedious and my poor finger gets worn out,fear
698,i feel so confused lost and hurt,fear
699,i feel a bit frantic as i am starting out this blog trying to get people to pay attention but honestly if people like it or do i will still keep writing and being true to myself,fear
700,im sick of feeling pressured to prove myself and joeys ability via training and shows,fear
701,i was feeling by putting them onto canvas my lack of emotion frightened me,fear
702,im guilty but i have a feeling thats what theyre thinking especially because they are suspicious of me after my supposedly malicious comments the other day,fear
703,i want to wear but can t wear because i m not a size or then yeah i feel pressured to be skinny,fear
704,i feel like such a little wimpy girly man at work cause im not allowed to lift more than lbs,fear
705,i feel mildly terrified by ramsin canon,fear
706,i no longer feel restless with silence around me,fear
707,i didnt want to feel peer pressured into a handmade christmas because thats the kind of pressure only thrown at women and that drives me a little nutters,fear
708,i hope thats what youre all thinking honestly im still somewhere in between part of me has calmed down since that episode while part of me is still feeling just as uptight as before,fear
709,i have seen that a father or some person in the family generates so much negative vibes in his home that the other members of the family feel uncomfortable when that person comes home,fear
710,i feel very frightened that i cant get thru this,fear
711,i feel that now im out here im more confused by it as ever,fear
712,i feel about the decision to divide the community along pay to play lines until this point it s been a direction valve have been reluctant to travel and with good reason,fear
713,im feeling frightened and a touch of despair,fear
714,i never told anyone to think that i woke up one day and have that familiar feeling anxious restless until i could go to a store decoration of clothes jewelry or home,fear
715,i feel really agitated and confused about something say for thirty minutes and in that i feel like im analysing everything around me,fear
716,i got a feeling tt i m gonna breakdown in any moment if i am agitated,fear
717,i am trying to sleep or sometimes when i have a particular dream i go through this strange and st times disturbing episodes where it feels like i become obsessively fearful over the most trite things like whether or not i will wake up in time to get to class,fear
718,i think it is time especially between women that we celebrate and be inspired by each others strengths instead of feeling intimidated,fear
719,i am feeling really scared says ali akram hayat a student of lahore grammar school who has been selected besides four others to represent pakistan at the world schools debating championship in south africa,fear
720,i am convinced they do meetings in bathhouses only for the easier clean up though i do get that you probably are likely to be more honest when you are feeling that vulnerable,fear
721,i looked back and seen wow look at all the audience looking down at us making me feel nervous but the next day i when back on the stage and i feel alright you know,fear
722,i hate feeling so inhibited,fear
723,i was feeling a little bit skeptical at this sudden and swift departure,fear
724,i come here seeking comfort and end up hurting the person i care about most and leave feeling more distraught and in need of a hug than i started out,fear
725,i was afraid of my gut feeling i was a person afraid of guessing throughout my teens and twenties,fear
726,id feel reluctant to grill my sausages on this bbq of beauty,fear
727,i think the hardest part about our phd is probably that we pursue it at a time in our lives where we are old enough for really big things to happen to us and young enough to still feel unsure unbalanced inexperienced and afraid,fear
728,i want one who can make me laugh and do little things to show me he cares like getting my assignments from school when i m sick or play with my hair while he s bored in class or holding my hand when i m feeling insecure and putting other people in their place when they try to mess with me,fear
729,im starting to feel a bit like gordon ramsey kicking people out of hells kitchen but i have to call out the ranch for their wimpy pulled pork sandwich,fear
730,i constantly feel paranoid bitter and cynical but at the same time stressed and on edge,fear
731,i will try to feel vulnerable transparent interpersonal etc with her as she would like me to,fear
732,im feeling a bit shaken but not stirred nice bond reference ehh,fear
733,i feel intimidated by it but its still nice enough to be a pleasure to work on,fear
734,i feel afraid because of things i view as harmful to myself or others both in the present and for the future,fear
735,i am suspicious and in the case of gw i feel like i have every reason to be suspicious,fear
736,i still feel a bit anxious writing down everything i feel but thats why i also have a journal,fear
737,im feeling a bit restless after being sick for those few days so im looking forward to getting back to my regular self practice and taking some classes,fear
738,im feeling terrified and sadistic at the same time hahahaha,fear
739,i never knew i was expert in that well karishma certainly made me feel like that and i would have surely avoided the compliment brought us to the evening with me still unsure about the coming few days stay,fear
740,i want to say is that i feel tortured whole heartedly to not be able to hear your voice and to get your response on my emails messages and calls,fear
741,i feel less distressed by present woes four more years of boris,fear
742,i hate that feeling an for another im terrified of setting off another round of muscle spasms,fear
743,i need to put my summer clothes away and get out my winter clothes but that is hard to do when it is degrees on halloween and i feel uncomfortable wearing my colorful tights to work,fear
744,i feel shaky friends,fear
745,im feeling very uncertain about my future,fear
746,i was feeling kind of shaky and really cold,fear
747,i feel like i have gotten to experience his childhood a change from the time when i was very fearful that i was about to miss it,fear
748,im feeling unsure that im really ready,fear
749,i feel threatened and that is considered stalking,fear
750,i will say that exciting things are coming up that i can t wait to start but feeling petrified at the same time,fear
751,i feel like i should not be surprised at this development,surprise
752,i developed a sense of knowing that someone is thinking about me by feeling a curious form of tingling energy around me,surprise
753,i lie about how it might feel funny when the plane takes off,surprise
754,i can t be at yulara without feeling culture shocked and like the beauty that is the desert has somehow been wrapped up in glad wrap,surprise
755,i feel so impressed with ia,surprise
756,i think that everyone has a natural stress range that they can comfortably sit in without feeling totally overwhelmed,surprise
757,i shook my head feeling stunned by that thought,surprise
758,im feeling a bit stunned this morning as i received the news that a classmates memorial service will take place next s,surprise
759,i feel theres somethin strange,surprise
760,i have a feeling that he is going to be surprised at how she and how she says the others feels about the entire new situation but well see,surprise
761,i started to feel so curious about this guy,surprise
762,i think the reason i am really looking forward to belgium is that i have no idea what to expect from it and i just get the feeling im going to be very pleasantly surprised,surprise
763,i was treking it in bags to my kitchen it didn t help me feel impressed by the wine nothing says whoa baby like a thick five pound glass bottle with a cavernous punt,surprise
764,i am still feeling a little shocked by this,surprise
765,i always feel a bit funny carrying those things i laugh,surprise
766,i understand if you like the sound of your own voice so if you have to allot several hours a day for recording yourself and then listening to it as you fall asleep so you can feel impressed with yourself in your dreams,surprise
767,i see myself feeling like i am being attacked as like what i am doing here as a destonian i stop and breathe and i allow myself to see the funny as i realise and understand the ridiculousness of fear,surprise
768,i just feel like responding in david letterman top ten format for you dad i didnt say these would be as funny as dls,surprise
769,i have to admit im feeling impressed with myself,surprise
770,i am feeling especially amazed,surprise
771,i dont know if i am just feeling overwhelmed with everything that is going on in our life right now,surprise
772,i would get to my classes feeling quite amazing and refreshed instead of exhausted and dying as i was feeling when i would be running around as a full time everything,surprise
773,i am feeling amazed with new connections attitudes and habits finding their way into that space,surprise
774,i won the grammy that even feels weird saying that my mum said oh lou i found something and you re just going to freak out when you see it,surprise
775,i always feel funny complacent give or take,surprise
776,i cant be bothered to write a full review but there are a couple of points i feel i should make as im shocked why the printer has received so many negative reviews,surprise
777,i feel deeply impressed she needs to be baptized before she goes,surprise
778,i feel a little dazed with the amount of uncertainty that i am currently experiencing,surprise
779,i get the feeling he is telling peter many people will be surprised,surprise
780,i am still feeling so stunned and at a loss for words,surprise
